PLAYER_NAME,Rank,GAME_ID,Date Played,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
Russell Westbrook,1,21400015,10/29/2014,1610612760,OKC,Oklahoma City,201566,G,,32:39:00,11,26,0.423,1,2,0.5,15,16,0.938,2,1,3,6,3,0,2,3,38,-4
Russell Westbrook,1,21400020,10/30/2014,1610612760,OKC,Oklahoma City,201566,G,,8:43,1,3,0.333,0,1,0,0,0,0,0,0,0,4,1,0,3,2,2,-3
Russell Westbrook,1,21400036,11/1/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Hand Injury                 ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400044,11/3/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400052,11/4/2014,1610612760,OKC,Oklahoma City,201566,,NWT - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400078,11/7/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400092,11/9/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right second metacarpal fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400105,11/11/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right second metacarpal fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400111,11/12/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400129,11/14/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400144,11/16/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400157,11/18/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right second metacarpal fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400168,11/19/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400178,11/21/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400196,11/23/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400219,11/26/2014,1610612760,OKC,Oklahoma City,201566,,DND - Right Second Metacarpal Fracture  ,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,1,21400229,11/28/2014,1610612760,OKC,Oklahoma City,201566,G,,23:48,12,17,0.706,3,4,0.75,5,7,0.714,4,3,7,8,1,0,3,2,32,24
Russell Westbrook,1,21400258,12/2/2014,1610612760,OKC,Oklahoma City,201566,G,,33:03:00,6,20,0.3,1,4,0.25,8,9,0.889,1,5,6,7,2,0,7,3,21,-16
Russell Westbrook,1,21400277,12/5/2014,1610612760,OKC,Oklahoma City,201566,G,,30:43:00,8,14,0.571,1,3,0.333,10,14,0.714,0,5,5,7,2,0,6,3,27,9
Russell Westbrook,1,21400297,12/7/2014,1610612760,OKC,Oklahoma City,201566,G,,34:40:00,9,19,0.474,1,3,0.333,3,6,0.5,1,10,11,7,0,0,4,1,22,-9
Russell Westbrook,1,21400312,12/9/2014,1610612760,OKC,Oklahoma City,201566,G,,32:07:00,8,16,0.5,0,2,0,12,15,0.8,2,3,5,7,3,0,5,5,28,24
Russell Westbrook,1,21400326,12/11/2014,1610612760,OKC,Oklahoma City,201566,G,,35:45:00,12,24,0.5,0,2,0,2,2,1,1,6,7,8,1,0,4,0,26,5
Russell Westbrook,1,21400335,12/12/2014,1610612760,OKC,Oklahoma City,201566,G,,35:45:00,12,19,0.632,2,3,0.667,8,9,0.889,1,5,6,6,2,0,4,3,34,16
Russell Westbrook,1,21400352,12/14/2014,1610612760,OKC,Oklahoma City,201566,G,,26:31:00,7,18,0.389,1,4,0.25,13,13,1,4,4,8,8,2,0,3,2,28,17
Russell Westbrook,1,21400368,12/16/2014,1610612760,OKC,Oklahoma City,201566,G,,31:50:00,11,20,0.55,1,3,0.333,9,12,0.75,3,3,6,7,4,0,1,4,32,23
Russell Westbrook,1,21400382,12/18/2014,1610612760,OKC,Oklahoma City,201566,G,,40:11:00,11,30,0.367,3,10,0.3,8,12,0.667,1,2,3,8,2,0,6,2,33,2
