PLAYER_NAME,Rank,GAME_ID,Date Played,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
Kevin Durant,1,21100976,4/25/2012,1610612760,OKC,Oklahoma City,201142,F,,40:02:00,12,23,0.522,5,8,0.625,3,3,1,0,5,5,4,0,1,5,4,32,1
Kevin Durant,1,21100968,4/24/2012,1610612760,OKC,Oklahoma City,201142,F,,31:36:00,7,19,0.368,3,6,0.5,15,16,0.938,0,9,9,1,2,1,3,2,32,2
Kevin Durant,1,21100952,4/22/2012,1610612760,OKC,Oklahoma City,201142,F,,50:34:00,11,34,0.324,4,10,0.4,9,10,0.9,0,8,8,3,0,1,5,3,35,-7
Kevin Durant,1,21100942,4/20/2012,1610612760,OKC,Oklahoma City,201142,F,,38:17:00,9,15,0.6,2,3,0.667,9,10,0.9,1,13,14,7,1,1,4,0,29,13
Kevin Durant,1,21100928,4/18/2012,1610612760,OKC,Oklahoma City,201142,F,,40:55:00,10,20,0.5,1,2,0.5,8,8,1,0,11,11,5,1,2,5,4,29,12
Kevin Durant,1,21100911,4/16/2012,1610612760,OKC,Oklahoma City,201142,F,,39:07:00,7,18,0.389,0,7,0,10,12,0.833,1,4,5,2,2,0,5,4,24,-14
Kevin Durant,1,21100890,4/14/2012,1610612760,OKC,Oklahoma City,201142,F,,34:53:00,15,23,0.652,4,6,0.667,9,12,0.75,1,6,7,1,0,1,4,5,43,14
Kevin Durant,1,21100883,4/13/2012,1610612760,OKC,Oklahoma City,201142,F,,30:11:00,9,19,0.474,0,1,0,11,13,0.846,2,7,9,3,1,0,7,1,29,19
Kevin Durant,1,21100865,4/11/2012,1610612760,OKC,Oklahoma City,201142,F,,43:54:00,7,21,0.333,3,8,0.375,5,5,1,2,7,9,3,2,2,2,3,22,-7
Kevin Durant,1,21100845,4/9/2012,1610612760,OKC,Oklahoma City,201142,F,,37:22:00,5,14,0.357,1,4,0.25,8,8,1,0,4,4,8,1,2,3,1,19,21
Kevin Durant,1,21100840,4/8/2012,1610612760,OKC,Oklahoma City,201142,F,,30:30:00,7,14,0.5,4,6,0.667,5,5,1,0,4,4,1,1,2,2,1,23,8
Kevin Durant,1,21100815,4/6/2012,1610612760,OKC,Oklahoma City,201142,F,,43:42:00,15,24,0.625,3,8,0.375,11,13,0.846,1,5,6,3,1,2,3,0,44,-9
Kevin Durant,1,21100803,4/4/2012,1610612760,OKC,Oklahoma City,201142,F,,43:27:00,11,21,0.524,2,7,0.286,6,6,1,0,4,4,3,0,2,9,1,30,-14
Kevin Durant,1,21100787,4/2/2012,1610612760,OKC,Oklahoma City,201142,F,,43:07:00,8,20,0.4,2,8,0.25,3,4,0.75,0,8,8,3,0,0,3,1,21,-5
Kevin Durant,1,21100777,4/1/2012,1610612760,OKC,Oklahoma City,201142,F,,32:09:00,11,16,0.688,2,2,1,2,2,1,0,10,10,4,1,1,1,1,26,33
Kevin Durant,1,21100756,3/29/2012,1610612760,OKC,Oklahoma City,201142,F,,43:17:00,10,22,0.455,1,2,0.5,0,0,0,3,8,11,5,0,2,3,3,21,1
Kevin Durant,1,21100741,3/27/2012,1610612760,OKC,Oklahoma City,201142,F,,32:20:00,10,14,0.714,2,5,0.4,3,3,1,0,6,6,1,2,0,5,3,25,8
Kevin Durant,1,21100724,3/25/2012,1610612760,OKC,Oklahoma City,201142,F,,42:09:00,11,20,0.55,4,5,0.8,2,5,0.4,1,8,9,8,2,1,2,1,28,13
Kevin Durant,1,21100706,3/23/2012,1610612760,OKC,Oklahoma City,201142,F,,52:24:00,15,26,0.577,3,6,0.5,7,7,1,2,15,17,5,3,0,3,4,40,2
Kevin Durant,1,21100689,3/21/2012,1610612760,OKC,Oklahoma City,201142,F,,38:54:00,10,18,0.556,1,4,0.25,11,11,1,0,9,9,5,2,1,4,3,32,28
Kevin Durant,1,21100680,3/20/2012,1610612760,OKC,Oklahoma City,201142,F,,38:40:00,6,22,0.273,1,5,0.2,5,6,0.833,0,6,6,2,1,1,6,2,18,-12
Kevin Durant,1,21100668,3/18/2012,1610612760,OKC,Oklahoma City,201142,F,,40:34:00,9,17,0.529,4,5,0.8,4,5,0.8,0,7,7,6,3,1,3,1,26,23
Kevin Durant,1,21100649,3/16/2012,1610612760,OKC,Oklahoma City,201142,F,,43:28:00,8,19,0.421,2,8,0.25,7,7,1,0,7,7,3,2,2,5,2,25,1
Kevin Durant,1,21100640,3/15/2012,1610612760,OKC,Oklahoma City,201142,F,,35:00:00,8,15,0.533,1,5,0.2,7,8,0.875,0,8,8,2,2,0,1,5,24,11
Kevin Durant,1,21100622,3/13/2012,1610612760,OKC,Oklahoma City,201142,F,,37:38:00,8,18,0.444,4,8,0.5,8,9,0.889,1,11,12,4,1,1,4,1,28,0
Kevin Durant,1,21100599,3/10/2012,1610612760,OKC,Oklahoma City,201142,F,,31:11:00,8,12,0.667,2,4,0.5,8,8,1,0,7,7,2,1,2,3,3,26,17
Kevin Durant,1,21100588,3/9/2012,1610612760,OKC,Oklahoma City,201142,F,,36:23:00,9,18,0.5,1,7,0.143,4,6,0.667,1,7,8,8,0,3,6,1,23,-5
Kevin Durant,1,21100576,3/7/2012,1610612760,OKC,Oklahoma City,201142,F,,41:54:00,10,27,0.37,1,5,0.2,9,10,0.9,2,4,6,3,3,2,2,4,30,12
Kevin Durant,1,21100559,3/5/2012,1610612760,OKC,Oklahoma City,201142,F,,39:35:00,6,18,0.333,1,6,0.167,9,10,0.9,0,7,7,3,1,0,7,0,22,1
Kevin Durant,1,21100540,3/3/2012,1610612760,OKC,Oklahoma City,201142,F,,42:53:00,9,23,0.391,3,10,0.3,14,17,0.824,1,7,8,2,3,1,4,2,35,-3
Kevin Durant,1,21100524,3/1/2012,1610612760,OKC,Oklahoma City,201142,F,,42:17:00,12,21,0.571,5,8,0.625,9,9,1,0,8,8,3,0,0,5,1,38,9
Kevin Durant,1,21100512,2/29/2012,1610612760,OKC,Oklahoma City,201142,F,,36:49:00,7,18,0.389,3,6,0.5,6,9,0.667,0,4,4,1,1,0,2,1,23,8
Kevin Durant,1,21100502,2/23/2012,1610612760,OKC,Oklahoma City,201142,F,,40:18:00,12,22,0.545,2,8,0.25,7,7,1,1,3,4,6,3,1,2,1,33,18
Kevin Durant,1,21100490,2/22/2012,1610612760,OKC,Oklahoma City,201142,F,,40:14:00,9,22,0.409,2,4,0.5,8,9,0.889,1,8,9,6,4,0,3,4,28,13
