PLAYER_NAME,Rank,GAME_ID,Date,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
Dwyane Wade,1,20800027,11/1/2008,1610612748,MIA,Miami,2548,G,,29:54:00,5,15,0.333,0,2,0,9,13,0.692,3,2,5,6,3,1,2,5,19,-2
Danny Granger,5,20800028,11/1/2008,1610612754,IND,Indiana,101122,F,,36:57:00,7,18,0.389,1,7,0.143,5,6,0.833,0,4,4,1,1,2,4,5,20,12
Dirk Nowitzki,4,20800032,11/1/2008,1610612742,DAL,Dallas,1717,F,,32:15:00,8,17,0.471,1,2,0.5,4,6,0.667,0,6,6,0,0,0,1,0,21,4
LeBron James,2,20800033,11/1/2008,1610612739,CLE,Cleveland,2544,F,,37:43:00,6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,15,-8
Chris Paul,7,20800033,11/1/2008,1610612740,NOH,New Orleans,101108,G,,35:40:00,7,13,0.538,0,1,0,10,11,0.909,2,1,3,15,1,0,1,0,24,21
Kevin Durant,6,20800035,11/1/2008,1610612760,OKC,Oklahoma City,201142,G,,34:59:00,11,20,0.55,0,0,0,4,4,1,1,4,5,2,4,0,3,2,26,-1
Chris Bosh,9,20800036,11/1/2008,1610612761,TOR,Toronto,2547,F,,41:27:00,6,10,0.6,0,0,0,8,10,0.8,1,9,10,6,0,1,4,3,20,14
Kobe Bryant,3,20800037,11/1/2008,1610612747,LAL,Los Angeles,977,G,,32:54:00,11,24,0.458,1,2,0.5,10,12,0.833,3,1,4,3,2,0,1,4,33,13
Carmelo Anthony,8,20800037,11/1/2008,1610612743,DEN,Denver,2546,F,,37:34:00,5,15,0.333,3,6,0.5,0,4,0,0,4,4,6,1,0,5,3,13,-8
Brandon Roy,10,20800039,11/1/2008,1610612757,POR,Portland,200750,G,,36:53:00,7,18,0.389,2,6,0.333,4,4,1,0,1,1,4,0,2,3,4,20,-23
Kevin Durant,6,20800041,11/2/2008,1610612760,OKC,Oklahoma City,201142,G,,37:30:00,7,21,0.333,0,0,0,4,5,0.8,2,3,5,0,0,1,1,0,18,-2
LeBron James,2,20800046,11/3/2008,1610612739,CLE,Cleveland,2544,F,,34:08:00,8,20,0.4,0,2,0,13,15,0.867,2,6,8,3,2,1,1,1,29,13
Dirk Nowitzki,4,20800046,11/3/2008,1610612742,DAL,Dallas,1717,F,,31:41:00,3,11,0.273,0,0,0,2,2,1,0,6,6,2,1,0,2,1,8,-6
Dirk Nowitzki,4,20800050,11/4/2008,1610612742,DAL,Dallas,1717,F,,36:35:00,13,24,0.542,2,2,1,2,2,1,0,7,7,3,1,0,0,1,30,19
Danny Granger,5,20800051,11/5/2008,1610612754,IND,Indiana,101122,F,,39:27:00,7,16,0.438,3,5,0.6,6,7,0.857,0,3,3,2,1,2,5,6,23,-3
Chris Bosh,9,20800052,11/5/2008,1610612761,TOR,Toronto,2547,F,,44:34:00,11,24,0.458,0,2,0,4,5,0.8,4,9,13,1,1,0,2,2,26,-6
Dwyane Wade,1,20800053,11/5/2008,1610612748,MIA,Miami,2548,G,,34:19:00,9,15,0.6,0,1,0,11,13,0.846,3,4,7,6,5,3,4,2,29,19
LeBron James,2,20800055,11/5/2008,1610612739,CLE,Cleveland,2544,F,,35:50:00,13,23,0.565,0,2,0,15,16,0.938,2,7,9,6,4,0,5,1,41,22
Chris Paul,7,20800058,11/5/2008,1610612740,NOH,New Orleans,101108,G,,36:56:00,8,15,0.533,2,4,0.5,4,5,0.8,2,3,5,11,3,0,2,3,22,6
Kevin Durant,6,20800059,11/5/2008,1610612760,OKC,Oklahoma City,201142,G,,32:20:00,6,15,0.4,0,1,0,5,6,0.833,1,1,2,2,1,1,3,0,17,-1
Brandon Roy,10,20800060,11/5/2008,1610612757,POR,Portland,200750,G,,35:57:00,6,16,0.375,0,2,0,6,6,1,2,1,3,6,1,0,3,3,18,-4
Carmelo Anthony,8,20800062,11/5/2008,1610612743,DEN,Denver,2546,F,,40:49:00,13,30,0.433,0,4,0,2,3,0.667,3,5,8,5,0,0,2,3,28,-9
Kobe Bryant,3,20800063,11/5/2008,1610612747,LAL,Los Angeles,977,G,,36:20:00,8,21,0.381,0,2,0,11,14,0.786,1,1,2,3,2,2,2,3,27,15
Brandon Roy,10,20800065,11/6/2008,1610612757,POR,Portland,200750,G,,40:07:00,6,18,0.333,1,3,0.333,4,4,1,3,4,7,5,1,0,5,4,17,2
Chris Paul,7,20800066,11/7/2008,1610612740,NOH,New Orleans,101108,G,,39:01:00,8,13,0.615,1,3,0.333,3,5,0.6,0,3,3,10,6,0,4,5,20,2
Chris Bosh,9,20800068,11/7/2008,1610612761,TOR,Toronto,2547,F,,37:42:00,8,15,0.533,0,0,0,10,12,0.833,2,6,8,0,0,0,2,0,26,-18
LeBron James,2,20800070,11/7/2008,1610612739,CLE,Cleveland,2544,F,,39:20:00,11,24,0.458,1,6,0.167,4,7,0.571,2,7,9,8,1,4,4,2,27,-3
Danny Granger,5,20800070,11/7/2008,1610612754,IND,Indiana,101122,F,,36:08:00,13,22,0.591,5,11,0.455,2,2,1,2,1,3,2,1,0,6,3,33,11
Dwyane Wade,1,20800072,11/7/2008,1610612748,MIA,Miami,2548,G,,36:25:00,14,25,0.56,0,1,0,5,6,0.833,2,8,10,9,3,0,3,1,33,24
Kevin Durant,6,20800074,11/7/2008,1610612760,OKC,Oklahoma City,201142,G,,33:50:00,9,15,0.6,1,2,0.5,5,6,0.833,0,5,5,3,1,0,2,4,24,-7
Dirk Nowitzki,4,20800076,11/7/2008,1610612742,DAL,Dallas,1717,F,,39:25:00,8,20,0.4,2,4,0.5,5,6,0.833,0,10,10,3,0,2,0,3,23,2
Carmelo Anthony,8,20800076,11/7/2008,1610612743,DEN,Denver,2546,F,,33:25:00,7,18,0.389,0,1,0,14,14,1,4,4,8,6,0,0,3,4,28,0
Danny Granger,5,20800079,11/8/2008,1610612754,IND,Indiana,101122,F,,36:40:00,6,17,0.353,1,9,0.111,10,12,0.833,1,5,6,2,1,1,0,3,23,23
Dwyane Wade,1,20800081,11/8/2008,1610612748,MIA,Miami,2548,G,,40:51:00,9,20,0.45,0,2,0,12,15,0.8,1,5,6,10,1,2,5,2,30,-6
Chris Paul,7,20800081,11/8/2008,1610612740,NOH,New Orleans,101108,G,,37:07:00,4,9,0.444,1,2,0.5,12,14,0.857,2,5,7,13,4,0,5,2,21,10
LeBron James,2,20800082,11/8/2008,1610612739,CLE,Cleveland,2544,F,,39:12:00,13,29,0.448,4,7,0.571,11,13,0.846,4,9,13,4,0,0,2,1,41,12
Brandon Roy,10,20800084,11/8/2008,1610612757,POR,Portland,200750,G,,35:28:00,7,15,0.467,1,2,0.5,9,12,0.75,1,4,5,9,0,0,3,2,24,3
Chris Bosh,9,20800085,11/9/2008,1610612761,TOR,Toronto,2547,F,,43:21:00,12,19,0.632,0,0,0,6,7,0.857,3,12,15,3,0,2,5,3,30,17
Dirk Nowitzki,4,20800087,11/9/2008,1610612742,DAL,Dallas,1717,F,,38:27:00,12,26,0.462,1,7,0.143,8,9,0.889,2,5,7,3,2,0,2,3,33,-2
Kevin Durant,6,20800089,11/9/2008,1610612760,OKC,Oklahoma City,201142,G,,39:35:00,9,21,0.429,0,0,0,2,2,1,1,3,4,3,0,0,6,2,20,-9
Carmelo Anthony,8,20800090,11/9/2008,1610612743,DEN,Denver,2546,F,,37:01:00,7,17,0.412,0,1,0,10,10,1,1,7,8,3,1,0,6,5,24,7
Kobe Bryant,3,20800092,11/9/2008,1610612747,LAL,Los Angeles,977,G,,32:59:00,10,17,0.588,1,2,0.5,2,4,0.5,2,1,3,3,2,2,4,3,23,10
Danny Granger,5,20800093,11/10/2008,1610612754,IND,Indiana,101122,F,,30:03:00,7,16,0.438,1,5,0.2,5,7,0.714,2,5,7,2,1,2,2,5,20,17
Kevin Durant,6,20800093,11/10/2008,1610612760,OKC,Oklahoma City,201142,G,,40:12:00,13,27,0.481,2,3,0.667,9,9,1,2,6,8,2,0,3,4,2,37,-4
Brandon Roy,10,20800094,11/10/2008,1610612757,POR,Portland,200750,G,,38:36:00,10,22,0.455,0,1,0,7,8,0.875,1,2,3,4,0,0,1,0,27,5
Chris Bosh,9,20800095,11/10/2008,1610612761,TOR,Toronto,2547,F,,40:15:00,3,8,0.375,0,0,0,3,4,0.75,1,6,7,1,0,0,2,4,9,0
Dwyane Wade,1,20800096,11/10/2008,1610612748,MIA,Miami,2548,G,,41:50:00,9,18,0.5,4,7,0.571,11,12,0.917,0,2,2,5,4,1,6,2,33,5
Carmelo Anthony,8,20800098,11/11/2008,1610612743,DEN,Denver,2546,F,,37:41:00,10,19,0.526,1,3,0.333,4,6,0.667,0,6,6,2,0,1,2,2,25,16
LeBron James,2,20800099,11/11/2008,1610612739,CLE,Cleveland,2544,F,,42:46:00,16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,41,11
Kobe Bryant,3,20800102,11/11/2008,1610612747,LAL,Los Angeles,977,G,,35:43:00,10,20,0.5,0,2,0,7,8,0.875,1,3,4,1,1,0,1,1,27,-6
Dirk Nowitzki,4,20800102,11/11/2008,1610612742,DAL,Dallas,1717,F,,37:12:00,5,17,0.294,0,2,0,4,4,1,0,8,8,1,0,2,4,6,14,5
Chris Bosh,9,20800106,11/12/2008,1610612761,TOR,Toronto,2547,F,,42:26:00,10,15,0.667,0,0,0,10,13,0.769,4,8,12,2,1,1,3,2,30,-13
Dwyane Wade,1,20800108,11/12/2008,1610612748,MIA,Miami,2548,G,,37:39:00,12,22,0.545,1,5,0.2,11,15,0.733,1,5,6,8,2,3,4,4,36,3
Brandon Roy,10,20800108,11/12/2008,1610612757,POR,Portland,200750,G,,35:59:00,6,13,0.462,0,0,0,10,13,0.769,2,3,5,2,0,0,3,0,22,7
Danny Granger,5,20800109,11/12/2008,1610612754,IND,Indiana,101122,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,3,20800112,11/12/2008,1610612747,LAL,Los Angeles,977,G,,38:08:00,5,15,0.333,1,1,1,9,9,1,0,4,4,6,0,0,2,4,20,4
Chris Paul,7,20800112,11/12/2008,1610612740,NOH,New Orleans,101108,G,,42:25:00,13,19,0.684,0,1,0,4,6,0.667,1,6,7,13,2,0,2,5,30,-2
LeBron James,2,20800117,11/13/2008,1610612739,CLE,Cleveland,2544,F,,38:02:00,10,20,0.5,0,0,0,2,4,0.5,1,7,8,11,3,0,5,4,22,14
Carmelo Anthony,8,20800117,11/13/2008,1610612743,DEN,Denver,2546,F,,38:05:00,5,12,0.417,1,3,0.333,7,8,0.875,2,6,8,2,1,0,6,4,18,-9
Dirk Nowitzki,4,20800118,11/13/2008,1610612742,DAL,Dallas,1717,F,,37:59:00,5,17,0.294,0,3,0,2,3,0.667,1,5,6,5,0,1,2,1,12,-9
Danny Granger,5,20800121,11/14/2008,1610612754,IND,Indiana,101122,F,,39:47:00,6,13,0.462,3,5,0.6,3,6,0.5,1,5,6,3,1,1,1,3,18,-4
Dwyane Wade,1,20800122,11/14/2008,1610612748,MIA,Miami,2548,G,,30:08:00,8,10,0.8,1,2,0.5,7,9,0.778,1,1,2,4,1,0,1,1,24,23
Kevin Durant,6,20800124,11/14/2008,1610612760,OKC,Oklahoma City,201142,G,,33:15:00,8,21,0.381,0,1,0,7,9,0.778,0,2,2,2,1,1,2,0,23,-13
Carmelo Anthony,8,20800125,11/14/2008,1610612743,DEN,Denver,2546,F,,32:56:00,8,19,0.421,2,2,1,0,0,0,3,10,13,3,1,0,2,3,18,4
Chris Paul,7,20800127,11/14/2008,1610612740,NOH,New Orleans,101108,G,,36:14:00,4,12,0.333,0,2,0,9,9,1,2,4,6,9,4,0,0,0,17,9
Brandon Roy,10,20800127,11/14/2008,1610612757,POR,Portland,200750,G,,42:00:00,7,17,0.412,2,5,0.4,5,6,0.833,1,2,3,6,2,0,1,1,21,5
Dirk Nowitzki,4,20800128,11/14/2008,1610612742,DAL,Dallas,1717,F,,35:11:00,10,18,0.556,1,1,1,3,3,1,3,3,6,1,1,0,0,5,24,-7
Kobe Bryant,3,20800131,11/14/2008,1610612747,LAL,Los Angeles,977,G,,39:17:00,12,30,0.4,2,7,0.286,3,4,0.75,0,5,5,6,4,1,3,5,29,-1
Kevin Durant,6,20800134,11/15/2008,1610612760,OKC,Oklahoma City,201142,G,,29:31:00,6,18,0.333,0,0,0,1,4,0.25,3,0,3,1,0,0,5,0,13,-20
LeBron James,2,20800135,11/15/2008,1610612739,CLE,Cleveland,2544,F,,42:03:00,13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,38,33
Brandon Roy,10,20800136,11/15/2008,1610612757,POR,Portland,200750,G,,40:27:00,9,18,0.5,0,0,0,6,7,0.857,2,1,3,6,0,0,0,2,24,11
Danny Granger,5,20800137,11/15/2008,1610612754,IND,Indiana,101122,F,,33:50:00,4,15,0.267,2,8,0.25,5,5,1,2,8,10,2,1,2,4,5,15,-1
Chris Paul,7,20800138,11/15/2008,1610612740,NOH,New Orleans,101108,G,,34:38:00,2,10,0.2,0,1,0,8,8,1,1,2,3,12,1,0,3,4,12,-3
Dwyane Wade,1,20800140,11/16/2008,1610612748,MIA,Miami,2548,G,,40:30:00,13,31,0.419,0,3,0,3,4,0.75,0,3,3,8,4,2,4,2,29,-8
Chris Bosh,9,20800140,11/16/2008,1610612761,TOR,Toronto,2547,F,,41:30:00,7,15,0.467,0,0,0,13,15,0.867,2,5,7,1,0,2,4,2,27,7
Dirk Nowitzki,4,20800142,11/16/2008,1610612742,DAL,Dallas,1717,F,,44:10:00,13,27,0.481,1,1,1,12,12,1,2,13,15,4,1,1,0,1,39,13
Carmelo Anthony,8,20800143,11/16/2008,1610612743,DEN,Denver,2546,F,,37:22:00,4,17,0.235,0,2,0,6,10,0.6,5,7,12,4,1,0,1,4,14,11
Kevin Durant,6,20800146,11/17/2008,1610612760,OKC,Oklahoma City,201142,G,,38:15:00,13,23,0.565,1,2,0.5,2,3,0.667,0,7,7,4,4,0,4,1,29,-16
Dirk Nowitzki,4,20800149,11/18/2008,1610612742,DAL,Dallas,1717,F,,36:43:00,10,21,0.476,2,3,0.667,10,11,0.909,1,8,9,2,0,1,1,3,32,18
Danny Granger,5,20800150,11/18/2008,1610612754,IND,Indiana,101122,F,,35:07:00,13,18,0.722,4,5,0.8,4,4,1,1,3,4,3,2,3,4,2,34,16
Chris Bosh,9,20800151,11/18/2008,1610612761,TOR,Toronto,2547,F,,44:46:00,14,19,0.737,0,0,0,12,16,0.75,7,11,18,4,2,1,3,1,40,-7
Dwyane Wade,1,20800152,11/18/2008,1610612748,MIA,Miami,2548,G,,35:03:00,6,16,0.375,0,2,0,7,10,0.7,2,4,6,10,2,3,5,2,19,3
LeBron James,2,20800154,11/18/2008,1610612739,CLE,Cleveland,2544,F,,35:58:00,9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,31,17
Carmelo Anthony,8,20800156,11/18/2008,1610612743,DEN,Denver,2546,F,,26:04:00,4,10,0.4,0,0,0,9,9,1,2,3,5,3,1,2,1,2,17,11
Brandon Roy,10,20800157,11/18/2008,1610612757,POR,Portland,200750,G,,39:39:00,7,14,0.5,3,3,1,5,8,0.625,1,3,4,9,4,0,3,3,22,7
Kobe Bryant,3,20800158,11/18/2008,1610612747,LAL,Los Angeles,977,G,,30:32:00,9,18,0.5,3,6,0.5,0,0,0,1,4,5,6,3,2,1,3,21,22
LeBron James,2,20800160,11/19/2008,1610612739,CLE,Cleveland,2544,F,,39:30:00,8,21,0.381,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,25,-5
Dwyane Wade,1,20800161,11/19/2008,1610612748,MIA,Miami,2548,G,,42:53:00,16,30,0.533,2,6,0.333,6,9,0.667,0,3,3,11,1,5,3,2,40,-5
Chris Bosh,9,20800161,11/19/2008,1610612761,TOR,Toronto,2547,F,,38:36:00,7,17,0.412,0,0,0,1,1,1,3,8,11,1,2,1,1,3,15,15
Dirk Nowitzki,4,20800162,11/19/2008,1610612742,DAL,Dallas,1717,F,,37:31:00,7,17,0.412,1,3,0.333,9,9,1,0,12,12,3,0,0,1,3,24,12
Chris Paul,7,20800164,11/19/2008,1610612740,NOH,New Orleans,101108,G,,37:03:00,7,13,0.538,0,3,0,6,7,0.857,0,3,3,15,4,0,4,5,20,-10
Kevin Durant,6,20800165,11/19/2008,1610612760,OKC,Oklahoma City,201142,G,,36:31:00,7,14,0.5,2,3,0.667,2,2,1,0,3,3,1,0,0,5,1,18,-24
Carmelo Anthony,8,20800166,11/19/2008,1610612743,DEN,Denver,2546,F,,35:27:00,5,15,0.333,3,4,0.75,8,10,0.8,0,9,9,7,1,0,5,4,21,16
Brandon Roy,10,20800168,11/19/2008,1610612757,POR,Portland,200750,G,,28:13:00,7,13,0.538,0,1,0,6,6,1,2,3,5,2,2,0,1,0,20,26
Kobe Bryant,3,20800170,11/20/2008,1610612747,LAL,Los Angeles,977,G,,32:32:00,8,23,0.348,1,5,0.2,7,9,0.778,1,4,5,3,0,1,2,0,24,17
Danny Granger,5,20800171,11/21/2008,1610612754,IND,Indiana,101122,F,,41:26:00,7,20,0.35,3,6,0.5,4,5,0.8,0,6,6,3,0,1,2,4,21,3
Chris Bosh,9,20800173,11/21/2008,1610612761,TOR,Toronto,2547,F,,44:29:00,14,27,0.519,1,1,1,13,15,0.867,3,6,9,4,0,0,2,2,42,4
Dirk Nowitzki,4,20800177,11/21/2008,1610612742,DAL,Dallas,1717,F,,35:30:00,10,20,0.5,0,0,0,5,6,0.833,1,9,10,3,0,1,1,1,25,12
Kevin Durant,6,20800180,11/21/2008,1610612760,OKC,Oklahoma City,201142,G,,33:56:00,5,13,0.385,1,1,1,6,6,1,0,2,2,0,0,0,3,3,17,-24
Chris Paul,7,20800180,11/21/2008,1610612740,NOH,New Orleans,101108,G,,26:44:00,6,9,0.667,1,1,1,4,4,1,0,6,6,6,3,0,2,5,17,15
Brandon Roy,10,20800181,11/21/2008,1610612757,POR,Portland,200750,G,,26:46:00,6,8,0.75,0,1,0,4,4,1,1,2,3,3,1,0,3,1,16,20
Kobe Bryant,3,20800183,11/21/2008,1610612747,LAL,Los Angeles,977,G,,29:42:00,12,18,0.667,1,3,0.333,4,5,0.8,2,2,4,2,2,0,1,3,29,13
Carmelo Anthony,8,20800183,11/21/2008,1610612743,DEN,Denver,2546,F,,30:37:00,5,19,0.263,0,3,0,0,0,0,4,6,10,5,0,0,3,0,10,-13
LeBron James,2,20800186,11/22/2008,1610612739,CLE,Cleveland,2544,F,,36:35:00,8,19,0.421,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,24,16
Dwyane Wade,1,20800187,11/22/2008,1610612748,MIA,Miami,2548,G,,40:36:00,15,24,0.625,2,3,0.667,6,11,0.545,0,4,4,8,1,2,4,4,38,11
Danny Granger,5,20800187,11/22/2008,1610612754,IND,Indiana,101122,F,,35:20:00,8,18,0.444,4,9,0.444,3,3,1,0,2,2,6,1,0,6,4,23,-10
Kevin Durant,6,20800191,11/22/2008,1610612760,OKC,Oklahoma City,201142,G,,39:18:00,11,16,0.688,1,3,0.333,7,8,0.875,1,3,4,0,0,0,5,1,30,-15
Chris Paul,7,20800191,11/22/2008,1610612740,NOH,New Orleans,101108,G,,43:45:00,11,17,0.647,1,1,1,6,7,0.857,0,10,10,16,3,1,2,2,29,14
Brandon Roy,10,20800192,11/22/2008,1610612757,POR,Portland,200750,G,,41:59:00,10,23,0.435,2,7,0.286,4,4,1,0,4,4,4,1,0,1,2,26,-5
Chris Bosh,9,20800193,11/23/2008,1610612761,TOR,Toronto,2547,F,,41:56:00,7,14,0.5,1,1,1,9,10,0.9,3,3,6,0,0,1,1,2,24,-13
Carmelo Anthony,8,20800196,11/23/2008,1610612743,DEN,Denver,2546,F,,36:24:00,6,11,0.545,1,2,0.5,8,12,0.667,3,10,13,8,1,1,5,2,21,16
Kobe Bryant,3,20800197,11/23/2008,1610612747,LAL,Los Angeles,977,G,,33:46:00,10,20,0.5,0,1,0,4,4,1,1,3,4,6,3,1,3,2,24,21
Dwyane Wade,1,20800200,11/24/2008,1610612748,MIA,Miami,2548,G,,37:05:00,7,23,0.304,1,6,0.167,8,9,0.889,1,2,3,4,2,0,5,3,23,-2
Brandon Roy,10,20800203,11/24/2008,1610612757,POR,Portland,200750,G,,36:29:00,10,19,0.526,3,3,1,5,5,1,2,2,4,3,0,0,3,0,28,-3
Chris Paul,7,20800204,11/24/2008,1610612740,NOH,New Orleans,101108,G,,37:10:00,6,13,0.462,1,1,1,1,2,0.5,1,9,10,17,1,1,5,1,14,16
LeBron James,2,20800206,11/25/2008,1610612739,CLE,Cleveland,2544,F,,30:20:00,7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,26,17
Kevin Durant,6,20800207,11/25/2008,1610612760,OKC,Oklahoma City,201142,F,,44:05:00,9,19,0.474,3,4,0.75,8,8,1,1,3,4,1,1,1,0,0,29,-1
Dirk Nowitzki,4,20800208,11/25/2008,1610612742,DAL,Dallas,1717,F,,39:23:00,6,15,0.4,1,3,0.333,11,13,0.846,0,12,12,3,2,2,2,4,24,0
Danny Granger,5,20800208,11/25/2008,1610612754,IND,Indiana,101122,F,,29:40:00,7,18,0.389,1,7,0.143,7,9,0.778,0,9,9,1,0,2,2,6,22,-10
Kobe Bryant,3,20800209,11/25/2008,1610612747,LAL,Los Angeles,977,G,,27:52:00,5,17,0.294,0,2,0,2,2,1,0,6,6,4,1,0,0,2,12,2
LeBron James,2,20800211,11/26/2008,1610612739,CLE,Cleveland,2544,F,,17:08,7,12,0.583,0,1,0,0,0,0,0,3,3,3,1,3,0,0,14,24
Kevin Durant,6,20800211,11/26/2008,1610612760,OKC,Oklahoma City,201142,F,,31:42:00,6,16,0.375,0,1,0,1,1,1,0,1,1,1,0,0,2,3,13,-35
Chris Bosh,9,20800212,11/26/2008,1610612761,TOR,Toronto,2547,F,,45:05:00,15,20,0.75,0,0,0,9,10,0.9,2,9,11,0,1,2,1,3,39,5
Danny Granger,5,20800217,11/26/2008,1610612754,IND,Indiana,101122,F,,33:46:00,6,20,0.3,0,7,0,4,5,0.8,1,5,6,5,1,6,3,4,16,-3
Dwyane Wade,1,20800220,11/26/2008,1610612748,MIA,Miami,2548,G,,30:37:00,5,14,0.357,0,1,0,2,4,0.5,1,5,6,6,5,0,3,2,12,-18
Brandon Roy,10,20800220,11/26/2008,1610612757,POR,Portland,200750,G,,29:33:00,2,11,0.182,0,4,0,4,6,0.667,4,3,7,6,0,0,1,0,8,14
Carmelo Anthony,8,20800222,11/26/2008,1610612743,DEN,Denver,2546,F,,35:45:00,8,21,0.381,0,1,0,14,16,0.875,4,7,11,3,0,0,5,2,30,-2
Chris Paul,7,20800224,11/27/2008,1610612740,NOH,New Orleans,101108,G,,40:33:00,7,13,0.538,2,3,0.667,6,6,1,0,4,4,10,3,0,3,2,22,21
Carmelo Anthony,8,20800224,11/27/2008,1610612743,DEN,Denver,2546,F,,36:02:00,8,13,0.615,1,2,0.5,7,8,0.875,0,6,6,2,2,0,4,3,24,-10
Chris Bosh,9,20800225,11/28/2008,1610612761,TOR,Toronto,2547,F,,44:22:00,13,26,0.5,0,2,0,4,5,0.8,1,9,10,7,0,3,2,3,30,-4
LeBron James,2,20800227,11/28/2008,1610612739,CLE,Cleveland,2544,F,,30:39:00,9,13,0.692,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,23,24
Danny Granger,5,20800229,11/28/2008,1610612754,IND,Indiana,101122,F,,35:52:00,14,21,0.667,6,9,0.667,1,1,1,1,5,6,2,0,2,3,5,35,3
Kevin Durant,6,20800230,11/28/2008,1610612760,OKC,Oklahoma City,201142,F,,40:53:00,7,18,0.389,3,6,0.5,5,6,0.833,1,3,4,3,0,1,1,0,22,-3
Dwyane Wade,1,20800231,11/28/2008,1610612748,MIA,Miami,2548,G,,38:56:00,15,24,0.625,2,3,0.667,11,12,0.917,0,3,3,6,1,1,2,3,43,13
Chris Paul,7,20800234,11/28/2008,1610612740,NOH,New Orleans,101108,G,,37:31:00,7,14,0.5,1,3,0.333,1,2,0.5,1,5,6,6,1,0,5,4,16,-13
Brandon Roy,10,20800234,11/28/2008,1610612757,POR,Portland,200750,G,,37:42:00,11,16,0.688,1,3,0.333,2,2,1,1,5,6,10,0,1,2,1,25,11
