PLAYER_NAME,Rank,GAME_ID,Date,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
Kevin Durant,1,21001225,4/13/2011,1610612760,OKC,Oklahoma City,201142,F,,23:22,6,14,0.429,1,3,0.333,1,1,1,1,5,6,2,1,2,4,0,14,18
Kevin Durant,1,21001212,4/11/2011,1610612760,OKC,Oklahoma City,201142,F,,39:54:00,8,16,0.5,1,3,0.333,15,17,0.882,0,8,8,2,2,1,7,3,32,11
Kevin Durant,1,21001201,4/10/2011,1610612760,OKC,Oklahoma City,201142,F,,35:21:00,11,15,0.733,1,2,0.5,8,8,1,0,4,4,2,1,0,5,3,31,4
Kevin Durant,1,21001185,4/8/2011,1610612760,OKC,Oklahoma City,201142,F,,33:40:00,9,21,0.429,2,7,0.286,8,10,0.8,2,5,7,2,2,0,3,2,28,-1
Kevin Durant,1,21001170,4/6/2011,1610612760,OKC,Oklahoma City,201142,F,,38:01:00,9,23,0.391,2,8,0.25,9,11,0.818,0,7,7,3,0,0,3,1,29,0
Kevin Durant,1,21001159,4/5/2011,1610612760,OKC,Oklahoma City,201142,F,,43:38:00,10,21,0.476,1,5,0.2,11,12,0.917,0,9,9,1,0,1,0,1,32,10
Kevin Durant,1,21001137,4/2/2011,1610612760,OKC,Oklahoma City,201142,F,,40:13:00,10,24,0.417,0,4,0,3,3,1,0,6,6,3,0,2,3,0,23,-9
Kevin Durant,1,21001130,4/1/2011,1610612760,OKC,Oklahoma City,201142,F,,37:60,9,24,0.375,3,13,0.231,4,4,1,1,10,11,1,2,1,4,2,25,1
Kevin Durant,1,21001116,3/30/2011,1610612760,OKC,Oklahoma City,201142,F,,35:43:00,8,18,0.444,3,6,0.5,3,5,0.6,1,3,4,2,0,3,0,0,22,18
Kevin Durant,1,21001103,3/29/2011,1610612760,OKC,Oklahoma City,201142,F,,48:43:00,13,23,0.565,3,5,0.6,10,12,0.833,1,5,6,5,1,1,2,2,39,-3
Kevin Durant,1,21001092,3/27/2011,1610612760,OKC,Oklahoma City,201142,F,,40:40:00,5,18,0.278,3,10,0.3,8,8,1,0,3,3,1,3,5,2,5,21,8
Kevin Durant,1,21001075,3/25/2011,1610612760,OKC,Oklahoma City,201142,F,,35:12:00,7,18,0.389,3,7,0.429,6,7,0.857,0,2,2,4,2,0,0,2,23,4
Kevin Durant,1,21001061,3/23/2011,1610612760,OKC,Oklahoma City,201142,F,,38:27:00,7,12,0.583,2,4,0.5,13,15,0.867,0,2,2,3,0,0,3,1,29,14
Kevin Durant,1,21001041,3/20/2011,1610612760,OKC,Oklahoma City,201142,F,,38:47:00,6,21,0.286,1,6,0.167,7,8,0.875,0,5,5,1,1,0,1,2,20,-8
Kevin Durant,1,21001022,3/18/2011,1610612760,OKC,Oklahoma City,201142,F,,38:31:00,9,18,0.5,2,5,0.4,5,5,1,0,2,2,4,4,0,2,3,25,22
Kevin Durant,1,21001006,3/16/2011,1610612760,OKC,Oklahoma City,201142,F,,39:48:00,12,21,0.571,2,3,0.667,3,4,0.75,1,6,7,6,1,1,1,4,29,5
Kevin Durant,1,21000992,3/14/2011,1610612760,OKC,Oklahoma City,201142,F,,28:51:00,9,16,0.563,5,6,0.833,9,9,1,1,2,3,2,1,1,1,1,32,20
Kevin Durant,1,21000985,3/13/2011,1610612760,OKC,Oklahoma City,201142,F,,29:03:00,6,12,0.5,1,4,0.25,6,6,1,0,3,3,2,1,1,2,1,19,16
Kevin Durant,1,21000973,3/11/2011,1610612760,OKC,Oklahoma City,201142,F,,39:23:00,6,13,0.462,1,3,0.333,11,11,1,2,7,9,5,3,0,0,2,24,13
Kevin Durant,1,21000955,3/9/2011,1610612760,OKC,Oklahoma City,201142,F,,43:18:00,13,26,0.5,3,7,0.429,5,5,1,0,16,16,2,0,1,4,0,34,7
Kevin Durant,1,21000944,3/7/2011,1610612760,OKC,Oklahoma City,201142,F,,42:48:00,8,20,0.4,4,10,0.4,3,5,0.6,0,6,6,2,0,1,0,2,23,-8
Kevin Durant,1,21000937,3/6/2011,1610612760,OKC,Oklahoma City,201142,F,,44:51:00,3,14,0.214,1,3,0.333,11,12,0.917,0,8,8,2,2,2,3,3,18,3
Kevin Durant,1,21000917,3/4/2011,1610612760,OKC,Oklahoma City,201142,F,,39:40:00,10,18,0.556,4,5,0.8,5,5,1,0,8,8,5,1,0,2,0,29,6
Kevin Durant,1,21000908,3/2/2011,1610612760,OKC,Oklahoma City,201142,F,,26:08:00,7,14,0.5,1,1,1,6,6,1,1,2,3,3,2,1,0,3,21,20
Kevin Durant,1,21000880,2/27/2011,1610612760,OKC,Oklahoma City,201142,F,,41:49:00,8,20,0.4,0,3,0,5,6,0.833,0,4,4,3,1,2,5,0,21,-1
Kevin Durant,1,21000867,2/25/2011,1610612760,OKC,Oklahoma City,201142,F,,41:02:00,7,22,0.318,2,5,0.4,7,10,0.7,2,14,16,2,0,0,4,3,23,-20
Kevin Durant,1,21000855,2/23/2011,1610612760,OKC,Oklahoma City,201142,F,,41:44:00,9,19,0.474,1,3,0.333,11,13,0.846,2,7,9,3,1,1,1,4,30,-2
Kevin Durant,1,21000843,2/22/2011,1610612760,OKC,Oklahoma City,201142,F,,32:18:00,8,21,0.381,1,4,0.25,4,6,0.667,1,7,8,2,2,0,1,2,21,11
Kevin Durant,1,21000821,2/15/2011,1610612760,OKC,Oklahoma City,201142,F,,27:12:00,5,18,0.278,1,8,0.125,6,6,1,0,7,7,2,2,0,1,2,17,18
Kevin Durant,1,21000811,2/13/2011,1610612760,OKC,Oklahoma City,201142,F,,41:03:00,10,21,0.476,2,7,0.286,7,7,1,1,4,5,2,0,1,3,0,29,-11
Kevin Durant,1,21000803,2/12/2011,1610612760,OKC,Oklahoma City,201142,F,,39:00:00,13,22,0.591,1,3,0.333,8,13,0.615,1,5,6,2,0,2,3,1,35,-9
Kevin Durant,1,21000771,2/8/2011,1610612760,OKC,Oklahoma City,201142,F,,43:35:00,12,25,0.48,2,6,0.333,5,5,1,2,8,10,3,1,2,2,5,31,-10
Kevin Durant,1,21000752,2/5/2011,1610612760,OKC,Oklahoma City,201142,F,,37:48:00,7,17,0.412,2,6,0.333,5,5,1,2,10,12,4,0,0,3,2,21,12
Kevin Durant,1,21000742,2/4/2011,1610612760,OKC,Oklahoma City,201142,F,,36:53:00,8,16,0.5,0,2,0,8,10,0.8,0,11,11,1,1,3,3,1,24,-7
Kevin Durant,1,21000725,2/2/2011,1610612760,OKC,Oklahoma City,201142,F,,41:13:00,14,19,0.737,5,7,0.714,10,11,0.909,0,10,10,5,1,1,2,2,43,15
Kevin Durant,1,21000701,1/30/2011,1610612760,OKC,Oklahoma City,201142,F,,40:04:00,7,20,0.35,3,5,0.6,16,19,0.842,4,6,10,1,4,0,3,3,33,-3
Kevin Durant,1,21000688,1/28/2011,1610612760,OKC,Oklahoma City,201142,F,,48:22:00,15,28,0.536,2,8,0.25,8,11,0.727,1,6,7,1,1,0,4,1,40,7
Kevin Durant,1,21000673,1/26/2011,1610612760,OKC,Oklahoma City,201142,F,,49:50:00,15,28,0.536,4,8,0.5,13,14,0.929,2,16,18,2,2,2,2,2,47,-3
Kevin Durant,1,21000660,1/24/2011,1610612760,OKC,Oklahoma City,201142,F,,38:14:00,7,18,0.389,2,5,0.4,6,6,1,1,7,8,4,0,0,4,3,22,-1
Kevin Durant,1,21000647,1/22/2011,1610612760,OKC,Oklahoma City,201142,F,,41:46:00,10,25,0.4,3,8,0.375,7,7,1,1,11,12,2,0,0,3,3,30,11
Kevin Durant,1,21000622,1/19/2011,1610612760,OKC,Oklahoma City,201142,F,,40:18:00,6,18,0.333,0,3,0,10,10,1,0,4,4,2,2,2,1,3,22,4
Kevin Durant,1,21000610,1/17/2011,1610612760,OKC,Oklahoma City,201142,F,,42:22:00,8,24,0.333,1,8,0.125,7,7,1,0,8,8,1,0,1,2,4,24,-6
Kevin Durant,1,21000574,1/13/2011,1610612760,OKC,Oklahoma City,201142,F,,42:25:00,13,17,0.765,2,3,0.667,8,9,0.889,0,4,4,2,1,1,2,2,36,4
Kevin Durant,1,21000568,1/12/2011,1610612760,OKC,Oklahoma City,201142,F,,39:04:00,10,17,0.588,4,4,1,6,8,0.75,1,5,6,2,0,0,5,2,30,11
Kevin Durant,1,21000541,1/8/2011,1610612760,OKC,Oklahoma City,201142,F,,40:50:00,13,24,0.542,1,7,0.143,13,14,0.929,1,7,8,4,0,1,2,5,40,9
Kevin Durant,1,21000523,1/6/2011,1610612760,OKC,Oklahoma City,201142,F,,43:33:00,11,22,0.5,2,6,0.333,4,5,0.8,0,2,2,3,3,0,3,3,28,4
Kevin Durant,1,21000508,1/4/2011,1610612760,OKC,Oklahoma City,201142,F,,39:17:00,11,24,0.458,1,5,0.2,5,5,1,1,8,9,3,2,0,6,1,28,-12
Kevin Durant,1,21000488,1/1/2011,1610612760,OKC,Oklahoma City,201142,F,,31:31:00,7,15,0.467,0,1,0,2,4,0.5,1,3,4,1,0,0,2,0,16,-24
Kevin Durant,1,21000481,12/31/2010,1610612760,OKC,Oklahoma City,201142,F,,41:37:00,11,22,0.5,5,9,0.556,6,6,1,0,4,4,3,1,2,3,3,33,7
Kevin Durant,1,21000468,12/29/2010,1610612760,OKC,Oklahoma City,201142,F,,30:19:00,11,19,0.579,3,7,0.429,2,4,0.5,0,2,2,2,1,0,3,1,27,7
Kevin Durant,1,21000450,12/27/2010,1610612760,OKC,Oklahoma City,201142,F,,38:52:00,10,21,0.476,2,7,0.286,6,7,0.857,0,5,5,4,2,2,5,1,28,-13
Kevin Durant,1,21000436,12/25/2010,1610612760,OKC,Oklahoma City,201142,F,,40:58:00,14,20,0.7,4,7,0.571,12,15,0.8,1,6,7,4,2,2,5,2,44,10
Kevin Durant,1,21000425,12/22/2010,1610612760,OKC,Oklahoma City,201142,F,,36:58:00,9,18,0.5,1,4,0.25,7,8,0.875,2,5,7,3,0,0,2,2,26,-15
Kevin Durant,1,21000415,12/21/2010,1610612760,OKC,Oklahoma City,201142,F,,38:09:00,8,13,0.615,2,4,0.5,14,16,0.875,0,7,7,3,1,1,1,3,32,14
Kevin Durant,1,21000405,12/19/2010,1610612760,OKC,Oklahoma City,201142,F,,42:40:00,8,19,0.421,1,6,0.167,11,14,0.786,2,2,4,4,3,1,3,2,28,0
